STT,Job_Name,Company_Name,Address,Salary,Nature_Work,Level,Describe,Requirement,Benefits,Deadline,Type_Job
1022,Nhân Viên Kiểm Thử Phần Mềm QC - Tester,Công ty Cổ Phần Symper Việt Nam,Hà Nội,"[6000, 30000]",Toàn thời gian,,"['Viết test cases và test plan, tạo môi trường test.\n', 'Thực hiện test cases theo đúng yêu cầu thiết kế.\n', 'Thực hiện kiểm thử thủ công và tự động.\n', 'Viết báo cáo kết quả test và báo cáo hằng ngày.\n', 'Chịu trách nhiệm theo dõi lỗi.\n', 'Thực hiện các công việc khác do trưởng bộ phận yêu cầu', '\n', '\n', '\n', '\n', '\n']","['Kinh nghiệm từ 2 đến 3 năm\n', 'Có kiến thức về nhiều phương pháp và kỹ thuật kiểm tra.\n', 'Hiểu các phương pháp hay nhất về QA / Test Automation.\n', 'Có kỹ năng phân tích, gỡ lỗi, giải quyết vấn đề và phân tích nguyên nhân gốc rễ mạnh.\n', 'Kỹ năng giao tiếp bằng văn bản và lời nói tốt.', '\n', '\n', '\n', '\n']","['Tham gia vào việc phát triển sản phẩm là platform phục vụ cho quá trình chuyển đổi số cho các doanh nghiệp. Hệ thống của SYMPER được thiết kế theo micro service.\n', 'Thời gian làm việc của Công ty từ 9h sáng, tới 18h chiều.\n', 'Review lương 2 lần/ năm;\n', 'Tháng lương 13, và các Thưởng dựa trên OKRs, và Deadline R&D sản phẩm (Quỹ 2-4 tháng lương, review hàng quý);\n', 'Nhân viên có 14 ngày phép trong năm;\n', 'Nhân viên chính thức tham gia BHXH, BHYT ...', '\n', '\n', '\n', '\n', '\n']",12/06/2021,[]
1023,Chuyên Viên - Nhân Viên Photographer,CÔNG TY CỔ PHẦN JUST MEN,Hồ Chí Minh,"[6000, 25000]",Toàn thời gian,,"['- Lên ý tưởng, chụp ảnh sản phẩm, model\n', '- Xử lý hình ảnh cho sản phẩm\n', '- Các công việc khác liên quan đến hình ảnh\n', '- Thời gian làm việc từ 8h_17h\n']","['- Kỹ năng chụp ảnh tốt\n', '- Sử dụng thành thạo các công cụ chỉnh sửa hình ảnh: photoshop, Ai...\n', '- Có khả năng tự phối quần áo thời trang.\n', '- Hiểu biết về thời trang nam.\n', '- Ham học hỏi và nhiệt tình trong công việc\n', '- Có tinh thần trách nhiệm, tận tụy với công việc.\n']","['- Thời gian làm việc từ 8h_17h\n', '- Thu nhập từ 8 triệu đến 10 triệu tùy theo năng lực\n', '- Được hưởng đầy đủ quyền lợi theo quy định của Luật lao động\n', '- Môi trường làm việc thân thiện\n', '- Cơ hội thăng tiến cao cùng sự phát triển của Công ty\n', '- thưởng tháng 13 + Du lịch với Công ty + Tăng lương theo năng lực\n', '- Công việc ổn định, lâu dài.']",08/05/2021,"['Photoshop', 'AI']"
1024,Business Analyst,Công ty Cổ Phần Công Nghệ Nam Long,Hồ Chí Minh,"[10000, 20000]",Toàn thời gian,,"['\n', '\n', '\n']","['\n', '\n', '\n', '\n', '\n']","['\n', '\n', '\n']",20/05/2021,[]
1025,Lập Trình Viên PHP (Laravel),CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ IMEDIA,Hà Nội,"[16000, 25000]",Toàn thời gian,,[],[],[],16/05/2021,"['CSS', 'HTML', 'JQuery', 'MVC', 'MySQL', 'OOP', 'PHP']"
1026,Lập Trình Viên PHP Laravel (Senior),Công Ty Cổ Phần OWS Việt Nam,Hà Nội,"[14000, 15000]",Toàn thời gian,,[],['Nice to have:'],"['\xa0\xa0 \xa0 + BHXH, BHYT, BHTN theo quy định pháp luật\xa0', '\xa0\xa0 \xa0 + Bảo hiểm chăm sóc sức khỏe cho cá nhân và người thân (OWS Care)\xa0']",28/05/2021,[]
1028,Devops / Kỹ Sư Cloud,Công Ty Cổ Phần OWS Việt Nam,Hà Nội,"[10000, 10000]",Toàn thời gian,,[],['Nice to have:'],"['\xa0\xa0\xa0\xa0\xa0+ BHXH, BHYT, BHTN theo quy định pháp luật\xa0', '\xa0\xa0 \xa0 + Bảo hiểm chăm sóc sức khỏe cho cá nhân và người thân (OWS Care)\xa0']",28/05/2021,[]
1029,Lập Trình Viên React Native,Công Ty Cổ Phần OWS Việt Nam,Hà Nội,"[6000, 25000]",Toàn thời gian,,[],[],"['\xa0 \xa0 \xa0+ BHXH, BHYT, BHTN theo quy định pháp luật\xa0', '\xa0 \xa0 \xa0+ Bảo hiểm chăm sóc sức khỏe cho cá nhân và người thân (OWS Care)\xa0']",28/05/2021,[]
1030,"Devops Engineer (Docker, Kubernetes)",Công ty TNHH Alpaca Việt Nam,Hồ Chí Minh,"[8000, 15000]",Toàn thời gian,,"['We are an ""old"" startup company with IT & Insurance Experts and looking for more talents to join our own product of Insurance Core System. You will:']",[],[],31/05/2021,"['Docker', 'Kubernetes']"
1031,Senior Tester,Công ty Cổ phần Giải Pháp Thiên Hoàng,Hà Nội,"[6000, 15000]",Toàn thời gian,,"['o\tPhân tích yêu cầu\n', 'o\tThực hiện kiểm thử\n', 'o\tXây dựng tài liệu hướng dẫn sử dụng\n', 'o\tĐào tạo sử dụng phần mềm\n', 'o\tHỗ trợ người dùng\n']","['o\tCó ít nhất 03 năm kinh nghiệm kiểm thử phần mềm trên nền Web\n', 'o\tCẩn thận, tỉ mỉ, có tư duy logic tốt\n', 'o\tCó khả năng nghiên cứu và sử dụng các công cụ hỗ trợ kiểm tra sản phẩm phần mềm\n', 'o\tCó hiểu biết về nghiệp vụ QA/QC là một lợi thế.\n', 'o\tCó hiểu biết về kiểm thử phần mềm như các giai đoạn kiểm thử (Unit test, Integration test, Functional test, System test, Acceptance test,…) và các kỹ thuật kiểm thử\n', 'o\tThân thiện, hòa đồng, hợp tác, nhiệt tình, trung thực và có khả năng tự nghiên cứu\n', 'o\tTrình độ Đại học chuyên ngành CNTT hoặc tương đương.\n', 'o\tCó kinh nghiệm kiểm thử và phân tích nghiệp vụ trên hệ thống lớn.\n', 'o\tCó kinh nghiệm làm theo phương thức Scrum.\n', 'o\tCó khả năng học hỏi, làm việc độc lập hoặc phối hợp và làm việc nhóm tốt.Sẵn sàng làm thêm giờ hoặc đi công tác khi có yêu cầu.\n', 'o\tTiếng Anh thành thạo là một lợi thế\n', 'o\tƯu tiên ứng viên có kinh nghiệm làm việc theo quy trình CMMI\n']","['o\tLương: Upto 25tr', 'o\tThưởng dự án/thưởng kinh doanh: từ 1 – 5 tháng lương, trả cuối năm', 'o\tThời gian làm việc: thứ 2 đến thứ 6, 8h30 đến 17h30.\n', 'o\tNghỉ phép: 12 ngày/năm\n', 'o\tNghỉ lễ, nghỉ thai sản, nghỉ ốm, nghỉ hiếu hỉ: theo quy định chung của luật Lao động.\n', 'o\tBHXH, BHYT, BHTN cho 100% cán bộ sau thời gian thử việc.\n', 'o\tChính sách thu hút và đãi ngộ nhân tài.\n', 'o\tChính sách ưu đãi đối với nhân viên có thâm niên làm việc tại công ty.\n', 'o\tChế độ nghỉ mát, du xuân, liên hoan cuối năm cho nhân viên và gia đình.\n', 'o\tCác hoạt động giao lưu bóng đá, golf, văn nghệ...\n', 'o\tĐào tạo chuyên sâu theo yêu cầu công việc\n', 'o\tĐược tham gia các dự án lớn triển khai toàn quốc\n', 'o\tĐược tiếp cận các kỹ thuật, công nghệ hiện đại...\n']",27/07/2021,[]
1032,Frontend Engineer,MeU Solutions,Hồ Chí Minh,"[8000, 10000]",Toàn thời gian,,[],[],[],27/07/2021,"['NodeJS', 'ReactJS', 'Angular']"
1033,Reactjs Developer Intern,MeU Solutions,Hồ Chí Minh,"[16000, 25000]",Thực tập,,"['- Be responsible for developing and implementing user interface components using React.js concepts and workflows.', '- Be responsible for profiling and improving front-end performance and documenting our front-end codebase.\n', '- Meeting with the development team to discuss user interface ideas and applications.', '- Writing application interface codes using JavaScript following React.js workflows.\n', '- Troubleshooting interface software and debugging application codes.']","['- Bachelor’s degree in Computer Science, Information Technology, or a similar field (Undergraduate candidates are accepted)', '- Decent knowledge of JavaScript, CSS, HTML, and front-end languages.', '- Knowledge of REACT tools, such as React.js, Webpack, Enzyme, Redux, and Flux.', '- Knowledge of performance testing frameworks, such as Mocha and Jest.', '- Good troubleshooting skills.', '- Good English communication skills.']","['- Working in one of the young and flexible environments in Vietnam\n', '- Ability to join the team building large-scale & latest technology software products for Viet Nam and Global market\n', '- Working, growing with Passionate & Talented Team', '- Coached 1 – 1 directly from mentor/ coach with a dozen years of experiences in the Software Industry']",27/07/2021,['ReactJS']
1034,Lập Trình Viên Angular,Công Ty Cổ Phần OWS Việt Nam,Hà Nội,"[8000, 20000]",Toàn thời gian,,[],['Nice to have:'],"['\xa0\xa0 \xa0 + BHXH, BHYT, BHTN theo quy định pháp luật\xa0', '\xa0\xa0 \xa0 + Bảo hiểm chăm sóc sức khỏe cho cá nhân và người thân (OWS Care)\xa0']",28/05/2021,[]
1035,Thực Tập Sinh Tuyển Dụng Ngành IT,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,"[14000, 20000]",Toàn thời gian,,"['- Tham gia công tác hỗ trợ tuyển dụng các vị trí của công ty về về IT (lập trình viên, Tester, BA..)\n', '- Tham gia các hoạt động phát triển thương hiệu tuyển dụng\n', '- Báo cáo công việc trực tiếp cho leader/Trưởng phòng.\n', '- Thực hiện công việc khác theo sự phân công của cấp trên.', '\n', '\n', '\n']","['- Chấp nhận các bạn CHƯA CÓ KINH NGHIỆM\n', '- Sinh viên năm cuối các trường Đại học/Cao đẳng... hoặc mới tốt nghiệp (fulltime)\n', '- Giới tính: Nữ\n', '- Có tinh thần sáng tạo, ham học hỏi, có tinh thần trách nhiệm và chủ động trong công việc.\n', '- Có laptop cá nhân.\n', '- Có tư duy tốt, nhanh nhẹn, có tính chủ động cao, có đam mê và định hướng với mảng Nhân sự', '\n', '\n', '\n', '\n', '\n']","['Chế độ đãi ngộ\n', '- Thu nhập hỗ trợ: 2.000.000 – 3.000.000 vnđ/tháng\n', 'Cơ hội phát triển bản thân\n', '- Có cơ hội trở thành nhân viên chính thức của Công ty (không cần thử việc)\n', '- Được hướng dẫn đào tạo về các mảng Marketing, Truyền thông, Nhân sự,...\n', '- Tham gia các khóa đào tạo nội bộ của Công ty\n', '- Làm việc với đội ngũ kỹ sư, nhân viên năng động của các đội dự án, phòng ban.\n', '- Được lắng nghe, tôn trọng ý kiến, quan điểm cá nhân để trao đổi thẳng thắn, chia sẻ cùng phát triển.\n', '- Được lãnh đạo giàu kinh nghiệm đào tạo, định hướng con đường nghề nghiệp rõ ràng.\n', '- Được cử tham gia các khóa đào tạo mới, đào tạo nâng cao phù hợp với năng lực và nguyện vọng.\n', '- Được ghi nhận những đóng góp, nỗ lực kịp thời, chính xác.\n', 'Đời sống tinh thần\n', '- Môi trường làm việc chuyên nghiệp, thân thiện, cởi mở.\n', '- Tham gia các câu lạc bộ của CBNV tại Công ty: CLB Tiếng Anh, CLB bóng đá,..\n', '- Các thành viên trong công ty gần gũi, gắn bó, quan tâm, giúp đỡ nhau cùng phát triển.\n', '- Được tham gia các hoạt động teambuilding hàng tháng, du lịch hàng năm.\n', '- Công ty luôn động viên và tạo điều kiện tốt nhất cho toàn thể nhân viên.\n', '- Công ty tổ chức các buổi sinh nhật cho nhân viên hàng tháng, tổ chức thưởng và kỉ niệm những ngày lễ tết trong năm.', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']",28/05/2021,[]
1036,Chuyên Viên Tuyển Dụng IT,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,"[10000, 20000]",Toàn thời gian,,"['1. Tiếp nhận nhu cầu tuyển dụng và lên kế hoạch tuyển dụng.\n', '- Tiếp nhận nhu cầu tuyển dụng, đánh giá mức độ ưu tiên của vị trí tuyển dụng.\n', '- Lên kế hoạch tuyển dụng trên các kênh tuyển dụng đã được phân công.\n', '2. Xây dựng và tạo nguồn ứng viên theo kế hoạch tuyển dụng.\n', '- Xây dựng mạng lưới ứng viên từ các kênh tuyển dụng.\n', '- Thực hiện tư vấn và giới thiệu tới ứng viên về vị trí, môi trường làm việc của Công ty và hỗ trợ ứng viên tiếp cận với các vị trí tuyển dụng của Công ty.\n', '- Mở rộng liên tục nguồn ứng viên của các vị trí theo kế hoạch tuyển dụng.\n', '- Tăng cường tương tác với ứng viên (trước, trong và sau quá trình tuyển dụng).\n', '- Tham gia vào các sự kiện jobfair, tăng cường quan hệ với các trường Đại học, các tổ chức đào tạo để xây dựng nguồn và truyền thông thương hiệu, hình ảnh Công ty.\n', '3. Tham gia đề xuất cải tiến quy trình tuyển dụng và đảm bảo tuân thủ quy trình đã xây dựng\n', '- Thực hiện các hoạt động hỗ trợ ứng viên trong toàn bộ quá trình tuyển dụng ( sơ lọc hồ sơ, gửi thư mời phỏng vấn, đón tiếp, đàm phán về mức lương, tương tác với ứng viên khi cần và hỗ trợ ứng viên trong giai đoạn thử việc...).\n', '- Đưa ý kiến đánh giá và đề xuất cải tiến quy trình để tối ưu các hoạt động tuyển dụng', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']","['- Tốt nghiệp Đại học các chuyên ngành về Kinh tế/ Quản trị nhân lực/ Marketing/ Ngoại ngữ/Khoa học quản lý ...\n', '- Có từ 1 năm kinh nghiệm tuyển dụng trong lĩnh vực IT\n', '- Am hiểu và sử dụng thành thạo các kênh tuyển dụng, đặc biệt là các mạng xã hội trong hoạt động tuyển dụng: Facebook, Linkedin...\n', '- Hiểu biết và có khả năng ứng dụng các công cụ Digital Marketing vào hoạt động tuyển dụng.\n', '- Ưu tiên ứng viên có kinh nghiệm làm headhunt mảng IT.\n', '- Có kỹ năng giao tiếp, đàm phán, thuyết phục, quản lý công việc, phân tích, đánh giá tốt.', '\n', '\n', '\n', '\n', '\n']","['Cơ hội phát triển bản thân:\n', '- Làm việc với đội ngũ kỹ sư, nhân viên năng động\n', '- Được lắng nghe, tôn trọng ý kiến, quan điểm cá nhân để trao đổi thẳng thắn, chia sẻ cùng phát\n', 'triển.\n', '- Được lãnh đạo giàu kinh nghiệm đào tạo, định hướng con đường nghề nghiệp rõ ràng.\n', '- Được cử tham gia các khóa đào tạo mới, đào tạo nâng cao phù hợp với năng lực và nguyện vọng.\n', '- Được ghi nhận những đóng góp, nỗ lực kịp thời, chính xác.\n', '- Được tham gia học hoặc thi các chứng chỉ liên quan với chế độ hỗ trợ về chính sách từ Công ty\n', 'Chế độ đãi ngộ:\n', '- Thu nhập: thỏa thuận\n', '- Phụ cấp ăn trưa, đi lại, sắc đẹp, thiết bị\n', '- Phụ cấp tăng ca, thưởng dự án, thưởng vượt chỉ tiêu, thưởng tháng lương thứ 13,...\n', '- Được công ty thực hiện đầy đủ nghĩa vụ về bảo hiểm; phụ cấp xăng xe, ăn trưa, sắc đẹp, thiết bị, thai sản, con nhỏ, cưới hỏi, sinh nhật,...\n', '- Định kỳ xét tăng lương 2 lần/năm hoặc đột xuất theo đánh giá.\n', '- Được hỗ trợ các thiết bị, công cụ cần thiết cho thực hiện công việc.\n', '- Trợ cấp chứng chỉ liên quan đến vị trí công việc.\n', 'Đời sống tinh thần:\n', '- Môi trường làm việc chuyên nghiệp, thân thiện, cởi mở.\n', '- Tham gia các hoạt động về trau dồi ngôn ngữ (tiếng Anh)\n', '- Tham gia các cuộc thi nội bộ của Công ty về văn hóa theo quý\n', '- Các thành viên trong công ty gần gũi, gắn bó, quan tâm, giúp đỡ nhau cùng phát triển.\n', '- Được tham gia các hoạt động teambuilding theo tháng, quý, du lịch hàng năm.\n', '- Công ty luôn động viên và tạo điều kiện tốt nhất cho toàn thể nhân viên.\n', '- Công ty tổ chức các buổi sinh nhật cho nhân viên hàng tháng, tổ chức thưởng và kỉ niệm những ngày lễ tết trong năm.\n', '- Hoạt động văn hóa thể thao đa dạng: câu lạc bộ bóng đá, gym, bơi lội, ...', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']",28/05/2021,[]
